% LegID, total_time, time, PosX, PosY, PosZ, VelX, VelY, VelZ, Q1, Q2, Q3, Delta_Q1, Delta_Q2, Delta_Q3
% Robot velocity: 20.000, Arc radius: 100, Leg fase: 1
1,1.930,0.730, -252.220, 25.933, -60.269, 5.126, 30.454, 0.000, 171.675, 37.729, -108.629, -0.099, 0.002, -0.005;
1,1.940,0.740, -252.168, 26.238, -60.269, 5.187, 30.444, 0.000, 171.576, 37.730, -108.633, -0.099, 0.002, -0.005;
1,1.950,0.750, -252.115, 26.542, -60.269, 5.248, 30.434, 0.000, 171.477, 37.732, -108.638, -0.099, 0.002, -0.005;
1,1.960,0.760, -252.062, 26.846, -60.269, 5.308, 30.423, 0.000, 171.378, 37.734, -108.643, -0.099, 0.002, -0.005;
1,1.970,0.770, -252.008, 27.150, -60.269, 5.369, 30.412, 0.000, 171.280, 37.735, -108.648, -0.099, 0.002, -0.005;
1,1.980,0.780, -251.953, 27.454, -60.269, 5.430, 30.402, 0.000, 171.181, 37.737, -108.652, -0.099, 0.002, -0.005;
1,1.990,0.790, -251.898, 27.758, -60.269, 5.491, 30.391, 0.000, 171.082, 37.739, -108.657, -0.099, 0.002, -0.005;
1,2.000,0.800, -251.842, 28.062, -60.269, 5.552, 30.380, 0.000, 170.983, 37.741, -108.662, -0.099, 0.002, -0.005;
1,2.010,0.810, -251.786, 28.365, -60.269, 5.612, 30.368, 0.000, 170.885, 37.743, -108.667, -0.099, 0.002, -0.005;
1,2.020,0.820, -251.729, 28.669, -60.269, 5.673, 30.357, 0.000, 170.786, 37.745, -108.672, -0.099, 0.002, -0.005;
1,2.030,0.830, -251.671, 28.972, -60.269, 5.734, 30.346, 0.000, 170.687, 37.746, -108.677, -0.099, 0.002, -0.005;
1,2.040,0.840, -251.613, 29.276, -60.269, 5.794, 30.334, 0.000, 170.588, 37.748, -108.683, -0.099, 0.002, -0.005;
1,2.050,0.850, -251.554, 29.579, -60.269, 5.855, 30.323, 0.000, 170.489, 37.750, -108.688, -0.099, 0.002, -0.005;
1,2.060,0.860, -251.495, 29.882, -60.269, 5.916, 30.311, 0.000, 170.391, 37.752, -108.693, -0.099, 0.002, -0.005;
1,2.070,0.870, -251.435, 30.185, -60.269, 5.976, 30.299, 0.000, 170.292, 37.754, -108.698, -0.099, 0.002, -0.005;
1,2.080,0.880, -251.374, 30.488, -60.269, 6.037, 30.287, 0.000, 170.193, 37.756, -108.704, -0.099, 0.002, -0.005;
1,2.090,0.890, -251.313, 30.790, -60.269, 6.098, 30.275, 0.000, 170.094, 37.758, -108.709, -0.099, 0.002, -0.005;
1,2.100,0.900, -251.251, 31.093, -60.269, 6.158, 30.263, 0.000, 169.995, 37.760, -108.715, -0.099, 0.002, -0.005;
1,2.110,0.910, -251.189, 31.395, -60.269, 6.219, 30.250, 0.000, 169.896, 37.762, -108.720, -0.099, 0.002, -0.006;
1,2.120,0.920, -251.126, 31.698, -60.269, 6.279, 30.238, 0.000, 169.798, 37.764, -108.726, -0.099, 0.002, -0.006;
1,2.130,0.930, -251.062, 32.000, -60.269, 6.340, 30.225, 0.000, 169.699, 37.766, -108.731, -0.099, 0.002, -0.006;
1,2.140,0.940, -250.998, 32.302, -60.269, 6.400, 30.212, 0.000, 169.600, 37.768, -108.737, -0.099, 0.002, -0.006;
1,2.150,0.950, -250.933, 32.604, -60.269, 6.460, 30.200, 0.000, 169.501, 37.770, -108.743, -0.099, 0.002, -0.006;
1,2.160,0.960, -250.867, 32.906, -60.269, 6.521, 30.187, 0.000, 169.402, 37.773, -108.749, -0.099, 0.002, -0.006;
1,2.170,0.970, -250.801, 33.207, -60.269, 6.581, 30.173, 0.000, 169.303, 37.775, -108.755, -0.099, 0.002, -0.006;
1,2.180,0.980, -250.735, 33.509, -60.269, 6.641, 30.160, 0.000, 169.205, 37.777, -108.760, -0.099, 0.002, -0.006;
1,2.190,0.990, -250.667, 33.810, -60.269, 6.702, 30.147, 0.000, 169.106, 37.779, -108.766, -0.099, 0.002, -0.006;
1,2.200,1.000, -250.599, 34.111, -60.269, 6.762, 30.133, 0.000, 169.007, 37.781, -108.772, -0.099, 0.002, -0.006;
1,2.210,1.010, -250.531, 34.413, -60.269, 6.822, 30.120, 0.000, 168.908, 37.783, -108.779, -0.099, 0.002, -0.006;
1,2.220,1.020, -250.462, 34.714, -60.269, 6.883, 30.106, 0.000, 168.809, 37.786, -108.785, -0.099, 0.002, -0.006;
1,2.230,1.030, -250.392, 35.014, -60.269, 6.943, 30.092, 0.000, 168.710, 37.788, -108.791, -0.099, 0.002, -0.006;
1,2.240,1.040, -250.322, 35.315, -60.269, 7.003, 30.078, 0.000, 168.611, 37.790, -108.797, -0.099, 0.002, -0.006;
1,2.250,1.050, -250.251, 35.616, -60.269, 7.063, 30.064, 0.000, 168.512, 37.793, -108.803, -0.099, 0.002, -0.006;
1,2.260,1.060, -250.180, 35.916, -60.269, 7.123, 30.050, 0.000, 168.414, 37.795, -108.810, -0.099, 0.002, -0.006;
1,2.270,1.070, -250.107, 36.216, -60.269, 7.183, 30.036, 0.000, 168.315, 37.797, -108.816, -0.099, 0.002, -0.006;
1,2.280,1.080, -250.035, 36.517, -60.269, 7.243, 30.021, 0.000, 168.216, 37.800, -108.823, -0.099, 0.002, -0.006;
1,2.290,1.090, -249.962, 36.817, -60.269, 7.303, 30.007, 0.000, 168.117, 37.802, -108.829, -0.099, 0.002, -0.007;
1,2.300,1.100, -249.888, 37.116, -60.269, 7.363, 29.992, 0.000, 168.018, 37.804, -108.836, -0.099, 0.002, -0.007;
1,2.310,1.110, -249.813, 37.416, -60.269, 7.423, 29.978, 0.000, 167.919, 37.807, -108.842, -0.099, 0.002, -0.007;
1,2.320,1.120, -249.738, 37.716, -60.269, 7.483, 29.963, 0.000, 167.820, 37.809, -108.849, -0.099, 0.002, -0.007;
1,2.330,1.130, -249.662, 38.015, -60.269, 7.543, 29.948, 0.000, 167.721, 37.812, -108.856, -0.099, 0.002, -0.007;
1,2.340,1.140, -249.586, 38.314, -60.269, 7.603, 29.932, 0.000, 167.622, 37.814, -108.862, -0.099, 0.002, -0.007;
1,2.350,1.150, -249.509, 38.613, -60.269, 7.663, 29.917, 0.000, 167.523, 37.817, -108.869, -0.099, 0.002, -0.007;
1,2.360,1.160, -249.432, 38.912, -60.269, 7.723, 29.902, 0.000, 167.424, 37.819, -108.876, -0.099, 0.003, -0.007;
1,2.370,1.170, -249.354, 39.211, -60.269, 7.782, 29.886, 0.000, 167.325, 37.822, -108.883, -0.099, 0.003, -0.007;
1,2.380,1.180, -249.275, 39.510, -60.269, 7.842, 29.871, 0.000, 167.226, 37.824, -108.890, -0.099, 0.003, -0.007;
% Robot velocity: 20.000, Arc radius: 100, Leg fase: 2
1,2.390,0.000, -250.052, 39.694, -57.656, -8.000, -30.000, 235.619, 167.224, 39.401, -109.313, 0.099, 1.586, -0.845;
1,2.400,0.010, -250.103, 39.387, -55.318, -7.939, -30.010, 235.297, 167.323, 40.983, -110.127, 0.099, 1.582, -0.814;
1,2.410,0.020, -250.154, 39.081, -52.992, -7.877, -30.021, 234.329, 167.422, 42.556, -110.907, 0.099, 1.573, -0.780;
1,2.420,0.030, -250.206, 38.774, -50.686, -7.816, -30.031, 232.719, 167.521, 44.116, -111.652, 0.099, 1.560, -0.745;
1,2.430,0.040, -250.257, 38.468, -48.405, -7.755, -30.041, 230.471, 167.620, 45.658, -112.360, 0.099, 1.541, -0.708;
1,2.440,0.050, -250.308, 38.162, -46.156, -7.694, -30.051, 227.591, 167.719, 47.176, -113.029, 0.099, 1.518, -0.670;
1,2.450,0.060, -250.360, 37.856, -43.944, -7.632, -30.062, 224.087, 167.818, 48.665, -113.659, 0.099, 1.490, -0.630;
1,2.460,0.070, -250.413, 37.551, -41.776, -7.571, -30.072, 219.970, 167.917, 50.122, -114.250, 0.099, 1.457, -0.591;
1,2.470,0.080, -250.465, 37.245, -39.657, -7.510, -30.083, 215.249, 168.016, 51.542, -114.801, 0.099, 1.419, -0.551;
1,2.480,0.090, -250.519, 36.940, -37.594, -7.449, -30.093, 209.938, 168.115, 52.919, -115.311, 0.099, 1.378, -0.511;
1,2.490,0.100, -250.573, 36.634, -35.592, -7.388, -30.104, 204.052, 168.214, 54.251, -115.782, 0.099, 1.332, -0.471;
1,2.500,0.110, -250.628, 36.330, -33.656, -7.327, -30.115, 197.607, 168.313, 55.533, -116.214, 0.099, 1.282, -0.432;
1,2.510,0.120, -250.684, 36.025, -31.792, -7.266, -30.126, 190.620, 168.412, 56.761, -116.609, 0.099, 1.228, -0.394;
1,2.520,0.130, -250.740, 35.720, -30.005, -7.205, -30.137, 183.111, 168.511, 57.932, -116.967, 0.099, 1.171, -0.358;
1,2.530,0.140, -250.798, 35.416, -28.300, -7.144, -30.148, 175.099, 168.610, 59.042, -117.289, 0.099, 1.111, -0.322;
1,2.540,0.150, -250.856, 35.112, -26.682, -7.083, -30.160, 166.608, 168.709, 60.091, -117.578, 0.099, 1.048, -0.289;
1,2.550,0.160, -250.915, 34.808, -25.155, -7.022, -30.171, 157.660, 168.808, 61.074, -117.835, 0.099, 0.983, -0.257;
1,2.560,0.170, -250.974, 34.504, -23.723, -6.962, -30.183, 148.280, 168.907, 61.989, -118.061, 0.099, 0.916, -0.227;
1,2.570,0.180, -251.035, 34.200, -22.390, -6.901, -30.195, 138.494, 169.005, 62.836, -118.260, 0.099, 0.847, -0.199;
1,2.580,0.190, -251.096, 33.897, -21.161, -6.840, -30.207, 128.328, 169.104, 63.612, -118.433, 0.099, 0.776, -0.172;
1,2.590,0.200, -251.157, 33.593, -20.038, -6.779, -30.219, 117.810, 169.203, 64.316, -118.581, 0.099, 0.704, -0.148;
1,2.600,0.210, -251.219, 33.290, -19.024, -6.719, -30.231, 106.969, 169.302, 64.948, -118.707, 0.099, 0.631, -0.126;
1,2.610,0.220, -251.282, 32.987, -18.123, -6.658, -30.244, 95.835, 169.401, 65.506, -118.812, 0.099, 0.558, -0.105;
1,2.620,0.230, -251.345, 32.684, -17.338, -6.597, -30.256, 84.438, 169.500, 65.989, -118.899, 0.099, 0.484, -0.087;
1,2.630,0.240, -251.408, 32.381, -16.669, -6.537, -30.269, 72.810, 169.599, 66.399, -118.969, 0.099, 0.409, -0.070;
1,2.640,0.250, -251.471, 32.077, -16.119, -6.476, -30.282, 60.983, 169.698, 66.733, -119.022, 0.099, 0.334, -0.054;
1,2.650,0.260, -251.534, 31.774, -15.690, -6.415, -30.294, 48.988, 169.797, 66.992, -119.061, 0.099, 0.259, -0.039;
1,2.660,0.270, -251.597, 31.471, -15.382, -6.355, -30.307, 36.859, 169.895, 67.176, -119.087, 0.099, 0.184, -0.025;
1,2.670,0.280, -251.659, 31.168, -15.197, -6.294, -30.319, 24.629, 169.994, 67.284, -119.099, 0.099, 0.109, -0.013;
1,2.680,0.290, -251.721, 30.864, -15.136, -6.234, -30.332, 12.331, 170.093, 67.318, -119.099, 0.099, 0.033, -0.000;
1,2.690,0.300, -251.783, 30.561, -15.197, -6.173, -30.344, -0.000, 170.192, 67.276, -119.087, 0.099, -0.042, 0.012;
1,2.700,0.310, -251.843, 30.257, -15.382, -6.112, -30.357, -12.331, 170.291, 67.159, -119.063, 0.099, -0.117, 0.024;
1,2.710,0.320, -251.903, 29.953, -15.690, -6.051, -30.369, -24.629, 170.390, 66.968, -119.026, 0.099, -0.192, 0.037;
1,2.720,0.330, -251.962, 29.649, -16.119, -5.991, -30.381, -36.859, 170.489, 66.701, -118.976, 0.099, -0.267, 0.050;
1,2.730,0.340, -252.019, 29.345, -16.670, -5.930, -30.392, -48.988, 170.587, 66.360, -118.913, 0.099, -0.341, 0.064;
1,2.740,0.350, -252.076, 29.041, -17.339, -5.869, -30.404, -60.983, 170.686, 65.945, -118.834, 0.099, -0.415, 0.079;
1,2.750,0.360, -252.131, 28.736, -18.126, -5.808, -30.415, -72.810, 170.785, 65.455, -118.739, 0.099, -0.489, 0.095;
1,2.760,0.370, -252.184, 28.431, -19.028, -5.747, -30.426, -84.438, 170.884, 64.893, -118.627, 0.099, -0.563, 0.112;
1,2.770,0.380, -252.236, 28.126, -20.044, -5.686, -30.437, -95.835, 170.983, 64.258, -118.496, 0.099, -0.635, 0.131;
1,2.780,0.390, -252.286, 27.820, -21.169, -5.625, -30.447, -106.969, 171.082, 63.550, -118.344, 0.099, -0.707, 0.152;
1,2.790,0.400, -252.334, 27.515, -22.402, -5.564, -30.457, -117.810, 171.180, 62.772, -118.169, 0.099, -0.778, 0.175;
1,2.800,0.410, -252.380, 27.209, -23.738, -5.503, -30.467, -128.328, 171.279, 61.924, -117.970, 0.099, -0.848, 0.199;
1,2.810,0.420, -252.425, 26.902, -25.175, -5.442, -30.476, -138.494, 171.378, 61.007, -117.744, 0.099, -0.917, 0.226;
1,2.820,0.430, -252.467, 26.596, -26.707, -5.380, -30.485, -148.280, 171.477, 60.024, -117.490, 0.099, -0.983, 0.254;
1,2.830,0.440, -252.507, 26.289, -28.332, -5.319, -30.493, -157.660, 171.576, 58.976, -117.205, 0.099, -1.048, 0.284;
1,2.840,0.450, -252.546, 25.982, -30.045, -5.258, -30.501, -166.608, 171.674, 57.865, -116.889, 0.099, -1.111, 0.317;
1,2.850,0.460, -252.582, 25.674, -31.841, -5.196, -30.509, -175.099, 171.773, 56.695, -116.539, 0.099, -1.171, 0.350;
1,2.860,0.470, -252.616, 25.367, -33.715, -5.135, -30.516, -183.111, 171.872, 55.467, -116.153, 0.099, -1.228, 0.385;
1,2.870,0.480, -252.648, 25.059, -35.662, -5.073, -30.523, -190.620, 171.971, 54.185, -115.731, 0.099, -1.281, 0.422;
1,2.880,0.490, -252.678, 24.751, -37.678, -5.012, -30.530, -197.607, 172.070, 52.854, -115.271, 0.099, -1.332, 0.460;
1,2.890,0.500, -252.706, 24.443, -39.755, -4.950, -30.536, -204.052, 172.168, 51.475, -114.773, 0.099, -1.378, 0.498;
1,2.900,0.510, -252.732, 24.134, -41.889, -4.889, -30.541, -209.938, 172.267, 50.054, -114.236, 0.099, -1.421, 0.537;
1,2.910,0.520, -252.757, 23.825, -44.074, -4.827, -30.546, -215.249, 172.366, 48.595, -113.659, 0.099, -1.459, 0.577;
1,2.920,0.530, -252.779, 23.517, -46.303, -4.765, -30.551, -219.970, 172.465, 47.102, -113.043, 0.099, -1.493, 0.616;
1,2.930,0.540, -252.800, 23.208, -48.571, -4.703, -30.556, -224.087, 172.563, 45.581, -112.389, 0.099, -1.522, 0.655;
1,2.940,0.550, -252.820, 22.898, -50.872, -4.642, -30.560, -227.591, 172.662, 44.034, -111.696, 0.099, -1.546, 0.693;
1,2.950,0.560, -252.838, 22.589, -53.198, -4.580, -30.564, -230.471, 172.761, 42.469, -110.966, 0.099, -1.565, 0.730;
1,2.960,0.570, -252.855, 22.280, -55.544, -4.518, -30.568, -232.719, 172.860, 40.889, -110.201, 0.099, -1.580, 0.766;
1,2.970,0.580, -252.871, 21.971, -57.904, -4.456, -30.571, -234.329, 172.958, 39.300, -109.401, 0.099, -1.589, 0.799;
1,2.980,0.590, -252.886, 21.662, -60.269, -4.394, -30.574, -235.297, 173.057, 37.707, -108.570, 0.099, -1.593, 0.831;
1,2.990,0.600, -252.842, 21.967, -60.269, 4.332, 30.577, 0.000, 172.958, 37.708, -108.574, -0.099, 0.001, -0.004;
1,3.000,0.610, -252.798, 22.273, -60.269, 4.393, 30.568, 0.000, 172.860, 37.710, -108.578, -0.099, 0.001, -0.004;
1,3.010,0.620, -252.753, 22.578, -60.269, 4.455, 30.560, 0.000, 172.761, 37.711, -108.582, -0.099, 0.001, -0.004;
1,3.020,0.630, -252.708, 22.884, -60.269, 4.516, 30.551, 0.000, 172.662, 37.713, -108.586, -0.099, 0.001, -0.004;
1,3.030,0.640, -252.662, 23.189, -60.269, 4.577, 30.542, 0.000, 172.564, 37.714, -108.590, -0.099, 0.001, -0.004;
1,3.040,0.650, -252.615, 23.495, -60.269, 4.638, 30.532, 0.000, 172.465, 37.716, -108.594, -0.099, 0.002, -0.004;
1,3.050,0.660, -252.568, 23.800, -60.269, 4.699, 30.523, 0.000, 172.366, 37.717, -108.598, -0.099, 0.002, -0.004;
1,3.060,0.670, -252.520, 24.105, -60.269, 4.760, 30.514, 0.000, 172.267, 37.719, -108.602, -0.099, 0.002, -0.004;
1,3.070,0.680, -252.471, 24.410, -60.269, 4.821, 30.504, 0.000, 172.169, 37.720, -108.607, -0.099, 0.002, -0.004;
1,3.080,0.690, -252.422, 24.715, -60.269, 4.882, 30.494, 0.000, 172.070, 37.722, -108.611, -0.099, 0.002, -0.004;
1,3.090,0.700, -252.373, 25.020, -60.269, 4.943, 30.484, 0.000, 171.971, 37.724, -108.615, -0.099, 0.002, -0.004;
1,3.100,0.710, -252.322, 25.324, -60.269, 5.004, 30.475, 0.000, 171.872, 37.725, -108.620, -0.099, 0.002, -0.004;
1,3.110,0.720, -252.271, 25.629, -60.269, 5.065, 30.464, 0.000, 171.774, 37.727, -108.624, -0.099, 0.002, -0.005;
1,3.120,0.730, -252.220, 25.933, -60.269, 5.126, 30.454, 0.000, 171.675, 37.729, -108.629, -0.099, 0.002, -0.005;
1,3.130,0.740, -252.168, 26.238, -60.269, 5.187, 30.444, 0.000, 171.576, 37.730, -108.633, -0.099, 0.002, -0.005;
1,3.140,0.750, -252.115, 26.542, -60.269, 5.248, 30.434, 0.000, 171.477, 37.732, -108.638, -0.099, 0.002, -0.005;
1,3.150,0.760, -252.062, 26.846, -60.269, 5.308, 30.423, 0.000, 171.378, 37.734, -108.643, -0.099, 0.002, -0.005;
1,3.160,0.770, -252.008, 27.150, -60.269, 5.369, 30.412, 0.000, 171.280, 37.735, -108.648, -0.099, 0.002, -0.005;
1,3.170,0.780, -251.953, 27.454, -60.269, 5.430, 30.402, 0.000, 171.181, 37.737, -108.652, -0.099, 0.002, -0.005;
1,3.180,0.790, -251.898, 27.758, -60.269, 5.491, 30.391, 0.000, 171.082, 37.739, -108.657, -0.099, 0.002, -0.005;
1,3.190,0.800, -251.842, 28.062, -60.269, 5.552, 30.380, 0.000, 170.983, 37.741, -108.662, -0.099, 0.002, -0.005;
1,3.200,0.810, -251.786, 28.365, -60.269, 5.612, 30.368, 0.000, 170.885, 37.743, -108.667, -0.099, 0.002, -0.005;
1,3.210,0.820, -251.729, 28.669, -60.269, 5.673, 30.357, 0.000, 170.786, 37.745, -108.672, -0.099, 0.002, -0.005;
1,3.220,0.830, -251.671, 28.972, -60.269, 5.734, 30.346, 0.000, 170.687, 37.746, -108.677, -0.099, 0.002, -0.005;
1,3.230,0.840, -251.613, 29.276, -60.269, 5.794, 30.334, 0.000, 170.588, 37.748, -108.683, -0.099, 0.002, -0.005;
1,3.240,0.850, -251.554, 29.579, -60.269, 5.855, 30.323, 0.000, 170.489, 37.750, -108.688, -0.099, 0.002, -0.005;
1,3.250,0.860, -251.495, 29.882, -60.269, 5.916, 30.311, 0.000, 170.391, 37.752, -108.693, -0.099, 0.002, -0.005;
1,3.260,0.870, -251.435, 30.185, -60.269, 5.976, 30.299, 0.000, 170.292, 37.754, -108.698, -0.099, 0.002, -0.005;
1,3.270,0.880, -251.374, 30.488, -60.269, 6.037, 30.287, 0.000, 170.193, 37.756, -108.704, -0.099, 0.002, -0.005;
1,3.280,0.890, -251.313, 30.790, -60.269, 6.098, 30.275, 0.000, 170.094, 37.758, -108.709, -0.099, 0.002, -0.005;
1,3.290,0.900, -251.251, 31.093, -60.269, 6.158, 30.263, 0.000, 169.995, 37.760, -108.715, -0.099, 0.002, -0.005;
1,3.300,0.910, -251.189, 31.395, -60.269, 6.219, 30.250, 0.000, 169.896, 37.762, -108.720, -0.099, 0.002, -0.006;
1,3.310,0.920, -251.126, 31.698, -60.269, 6.279, 30.238, 0.000, 169.798, 37.764, -108.726, -0.099, 0.002, -0.006;
1,3.320,0.930, -251.062, 32.000, -60.269, 6.340, 30.225, 0.000, 169.699, 37.766, -108.731, -0.099, 0.002, -0.006;
1,3.330,0.940, -250.998, 32.302, -60.269, 6.400, 30.212, 0.000, 169.600, 37.768, -108.737, -0.099, 0.002, -0.006;
1,3.340,0.950, -250.933, 32.604, -60.269, 6.460, 30.200, 0.000, 169.501, 37.770, -108.743, -0.099, 0.002, -0.006;
1,3.350,0.960, -250.867, 32.906, -60.269, 6.521, 30.187, 0.000, 169.402, 37.773, -108.749, -0.099, 0.002, -0.006;
1,3.360,0.970, -250.801, 33.207, -60.269, 6.581, 30.173, 0.000, 169.303, 37.775, -108.755, -0.099, 0.002, -0.006;
1,3.370,0.980, -250.735, 33.509, -60.269, 6.641, 30.160, 0.000, 169.205, 37.777, -108.760, -0.099, 0.002, -0.006;
1,3.380,0.990, -250.667, 33.810, -60.269, 6.702, 30.147, 0.000, 169.106, 37.779, -108.766, -0.099, 0.002, -0.006;
1,3.390,1.000, -250.599, 34.111, -60.269, 6.762, 30.133, 0.000, 169.007, 37.781, -108.772, -0.099, 0.002, -0.006;
1,3.400,1.010, -250.531, 34.413, -60.269, 6.822, 30.120, 0.000, 168.908, 37.783, -108.779, -0.099, 0.002, -0.006;
1,3.410,1.020, -250.462, 34.714, -60.269, 6.883, 30.106, 0.000, 168.809, 37.786, -108.785, -0.099, 0.002, -0.006;
1,3.420,1.030, -250.392, 35.014, -60.269, 6.943, 30.092, 0.000, 168.710, 37.788, -108.791, -0.099, 0.002, -0.006;
1,3.430,1.040, -250.322, 35.315, -60.269, 7.003, 30.078, 0.000, 168.611, 37.790, -108.797, -0.099, 0.002, -0.006;
1,3.440,1.050, -250.251, 35.616, -60.269, 7.063, 30.064, 0.000, 168.512, 37.793, -108.803, -0.099, 0.002, -0.006;
1,3.450,1.060, -250.180, 35.916, -60.269, 7.123, 30.050, 0.000, 168.414, 37.795, -108.810, -0.099, 0.002, -0.006;
1,3.460,1.070, -250.107, 36.216, -60.269, 7.183, 30.036, 0.000, 168.315, 37.797, -108.816, -0.099, 0.002, -0.006;
1,3.470,1.080, -250.035, 36.517, -60.269, 7.243, 30.021, 0.000, 168.216, 37.800, -108.823, -0.099, 0.002, -0.006;
1,3.480,1.090, -249.962, 36.817, -60.269, 7.303, 30.007, 0.000, 168.117, 37.802, -108.829, -0.099, 0.002, -0.007;
1,3.490,1.100, -249.888, 37.116, -60.269, 7.363, 29.992, 0.000, 168.018, 37.804, -108.836, -0.099, 0.002, -0.007;
1,3.500,1.110, -249.813, 37.416, -60.269, 7.423, 29.978, 0.000, 167.919, 37.807, -108.842, -0.099, 0.002, -0.007;
1,3.510,1.120, -249.738, 37.716, -60.269, 7.483, 29.963, 0.000, 167.820, 37.809, -108.849, -0.099, 0.002, -0.007;
1,3.520,1.130, -249.662, 38.015, -60.269, 7.543, 29.948, 0.000, 167.721, 37.812, -108.856, -0.099, 0.002, -0.007;
1,3.530,1.140, -249.586, 38.314, -60.269, 7.603, 29.932, 0.000, 167.622, 37.814, -108.862, -0.099, 0.002, -0.007;
1,3.540,1.150, -249.509, 38.613, -60.269, 7.663, 29.917, 0.000, 167.523, 37.817, -108.869, -0.099, 0.002, -0.007;
1,3.550,1.160, -249.432, 38.912, -60.269, 7.723, 29.902, 0.000, 167.424, 37.819, -108.876, -0.099, 0.003, -0.007;
1,3.560,1.170, -249.354, 39.211, -60.269, 7.782, 29.886, 0.000, 167.325, 37.822, -108.883, -0.099, 0.003, -0.007;
1,3.570,1.180, -249.275, 39.510, -60.269, 7.842, 29.871, 0.000, 167.226, 37.824, -108.890, -0.099, 0.003, -0.007;
% Robot velocity: 20.000, Arc radius: 100, Leg fase: 2
1,3.580,0.000, -250.052, 39.694, -57.656, -8.000, -30.000, 235.619, 167.224, 39.401, -109.313, 0.099, 1.586, -0.845;
1,3.590,0.010, -250.103, 39.387, -55.318, -7.939, -30.010, 235.297, 167.323, 40.983, -110.127, 0.099, 1.582, -0.814;
1,3.600,0.020, -250.154, 39.081, -52.992, -7.877, -30.021, 234.329, 167.422, 42.556, -110.907, 0.099, 1.573, -0.780;
1,3.610,0.030, -250.206, 38.774, -50.686, -7.816, -30.031, 232.719, 167.521, 44.116, -111.652, 0.099, 1.560, -0.745;
1,3.620,0.040, -250.257, 38.468, -48.405, -7.755, -30.041, 230.471, 167.620, 45.658, -112.360, 0.099, 1.541, -0.708;
1,3.630,0.050, -250.308, 38.162, -46.156, -7.694, -30.051, 227.591, 167.719, 47.176, -113.029, 0.099, 1.518, -0.670;
1,3.640,0.060, -250.360, 37.856, -43.944, -7.632, -30.062, 224.087, 167.818, 48.665, -113.659, 0.099, 1.490, -0.630;
1,3.650,0.070, -250.413, 37.551, -41.776, -7.571, -30.072, 219.970, 167.917, 50.122, -114.250, 0.099, 1.457, -0.591;
1,3.660,0.080, -250.465, 37.245, -39.657, -7.510, -30.083, 215.249, 168.016, 51.542, -114.801, 0.099, 1.419, -0.551;
1,3.670,0.090, -250.519, 36.940, -37.594, -7.449, -30.093, 209.938, 168.115, 52.919, -115.311, 0.099, 1.378, -0.511;
1,3.680,0.100, -250.573, 36.634, -35.592, -7.388, -30.104, 204.052, 168.214, 54.251, -115.782, 0.099, 1.332, -0.471;
1,3.690,0.110, -250.628, 36.330, -33.656, -7.327, -30.115, 197.607, 168.313, 55.533, -116.214, 0.099, 1.282, -0.432;
1,3.700,0.120, -250.684, 36.025, -31.792, -7.266, -30.126, 190.620, 168.412, 56.761, -116.609, 0.099, 1.228, -0.394;
1,3.710,0.130, -250.740, 35.720, -30.005, -7.205, -30.137, 183.111, 168.511, 57.932, -116.967, 0.099, 1.171, -0.358;
1,3.720,0.140, -250.798, 35.416, -28.300, -7.144, -30.148, 175.099, 168.610, 59.042, -117.289, 0.099, 1.111, -0.322;
1,3.730,0.150, -250.856, 35.112, -26.682, -7.083, -30.160, 166.608, 168.709, 60.091, -117.578, 0.099, 1.048, -0.289;
1,3.740,0.160, -250.915, 34.808, -25.155, -7.022, -30.171, 157.660, 168.808, 61.074, -117.835, 0.099, 0.983, -0.257;
1,3.750,0.170, -250.974, 34.504, -23.723, -6.962, -30.183, 148.280, 168.907, 61.989, -118.061, 0.099, 0.916, -0.227;
1,3.760,0.180, -251.035, 34.200, -22.390, -6.901, -30.195, 138.494, 169.005, 62.836, -118.260, 0.099, 0.847, -0.199;
1,3.770,0.190, -251.096, 33.897, -21.161, -6.840, -30.207, 128.328, 169.104, 63.612, -118.433, 0.099, 0.776, -0.172;
1,3.780,0.200, -251.157, 33.593, -20.038, -6.779, -30.219, 117.810, 169.203, 64.316, -118.581, 0.099, 0.704, -0.148;
1,3.790,0.210, -251.219, 33.290, -19.024, -6.719, -30.231, 106.969, 169.302, 64.948, -118.707, 0.099, 0.631, -0.126;
1,3.800,0.220, -251.282, 32.987, -18.123, -6.658, -30.244, 95.835, 169.401, 65.506, -118.812, 0.099, 0.558, -0.105;
1,3.810,0.230, -251.345, 32.684, -17.338, -6.597, -30.256, 84.438, 169.500, 65.989, -118.899, 0.099, 0.484, -0.087;
1,3.820,0.240, -251.408, 32.381, -16.669, -6.537, -30.269, 72.810, 169.599, 66.399, -118.969, 0.099, 0.409, -0.070;
1,3.830,0.250, -251.471, 32.077, -16.119, -6.476, -30.282, 60.983, 169.698, 66.733, -119.022, 0.099, 0.334, -0.054;
1,3.840,0.260, -251.534, 31.774, -15.690, -6.415, -30.294, 48.988, 169.797, 66.992, -119.061, 0.099, 0.259, -0.039;
1,3.850,0.270, -251.597, 31.471, -15.382, -6.355, -30.307, 36.859, 169.895, 67.176, -119.087, 0.099, 0.184, -0.025;
1,3.860,0.280, -251.659, 31.168, -15.197, -6.294, -30.319, 24.629, 169.994, 67.284, -119.099, 0.099, 0.109, -0.013;
